-9.977206464352206261e-01,6.485551417251306816e+01,2.918684734453985286e+01,-4.332200560735974193e+01,1.784866444199255966e+02,-8.864926678981231589e+01,-2.191410278252723032e+01,3.436519879470628780e+01,-6.097198645769196190e+01,8.712370198112041919e+01,8.288530911271962509e+00,3.607179597060867771e-01
-2.593721865368573631e+01,2.543239057542048442e+01,2.414056943308268544e+01,4.546532494221472120e+01,-5.943117024214827460e+00,3.354751776788008755e+01,2.250804579120849880e+01,1.440557174521620354e+01,3.214658354274128982e+01,3.200155150436142293e+01,1.733162903987766867e+01,5.605550371534176790e+00
3.050239319392333925e+01,7.501990010455184432e+00,1.037632683235117348e+01,6.804828618752736813e-02,1.428925777213892268e+01,-1.510462448209494291e+01,-1.004852560871702050e+00,1.571595494597677556e+00,7.877407414312232348e+00,-4.209191043839697888e-01,3.522512551273486991e+01,3.087707604620925039e+01
-1.986326982120316487e+01,6.679273842643058678e+00,3.772294515567883977e+00,-2.499022842308997294e+00,3.388826482968358977e+00,-1.299616280900275456e+01,-7.642580301594898984e+00,-9.856935346886341875e+00,-1.419589098835633445e+00,4.758984241468472653e+00,-2.355587866203609604e+00,1.229466284581616975e+02
-3.530708100782464243e+01,4.125457075399114437e+00,3.397894858518941241e+00,8.408972682223467388e+00,1.119627720635935741e+00,-1.698821890179848637e+01,-7.397338431981821394e+00,-1.464967034407792568e+01,-1.004642953259464289e+00,-6.873067761314606727e+00,1.537800163000040321e+01,3.602865008464297247e+00
-1.356383383061540160e+00,-1.292717238296375726e+01,-6.904705961192592056e-01,1.381894738812308843e+00,-9.686032928239760031e-02,-1.388007646852168442e+01,-9.524164919064290302e+00,-1.314971953729448906e+01,-1.702989594639054305e+00,-2.605280407715904634e+00,5.801694689527289839e+00,5.718321494023489748e+01
3.880165229609383459e+01,-8.590617454187352564e+00,1.669744566745366310e+00,1.474132264067415576e+01,-3.948569234516427606e+00,-1.401776018254082778e+01,-1.202745526072830984e+01,-1.492454148773578204e+01,-2.205654278773752974e+00,-5.835150787623611279e+00,1.245342117915628499e+01,-4.991959198106013851e+00
-1.320540124596385212e+01,-4.269061629821446502e+01,-1.968993516917416287e+01,-2.994696749075445652e+01,-7.748420105162486138e+00,-1.176178360208312590e+01,-1.171386513800823792e+01,-1.128847022321110316e+01,-2.045582698991122772e+00,-3.882269791929577885e+00,8.970418449666590632e+00,4.090156152741061923e+00
-7.631000310827410260e+01,7.821358765081116715e+00,1.346174813495710776e-01,1.929389420102641139e+01,-3.470828921439454540e+00,-1.606952219461819453e+01,-1.088124203997011996e+01,-1.783328975842489328e+01,-4.878837230020218740e-01,-5.629440480373359534e+00,1.256460004839067501e+01,5.687788953317787666e+00
4.454950084174763703e+01,5.352936711008657866e+00,1.267624090309438145e+01,-1.444054160268019871e+01,1.299962072114707112e+01,-1.357349674187145894e+01,-1.646954697830853132e+00,-1.780892944728918126e+00,2.386970179353158805e+00,3.972877612710906003e+00,9.837271612528011744e+00,3.917660277739870622e+01
-4.229758528171044141e+00,2.030585882837029033e+01,1.251545873590447577e+01,4.864955437426048235e+01,5.566958344089433908e+00,6.765989149702150485e+00,1.520836157440807312e+01,8.279302176807842306e-01,1.705287488854709821e+01,2.192273160772815288e+01,2.358374642206150895e+01,8.335918320574180029e+01
-1.481626951378846258e+01,7.758468698143282438e+01,8.800495009635474730e+01,-1.594811798586238183e+01,1.207381666781304403e+02,2.220200039530378717e+02,1.035722100179935268e+02,1.810410695764391846e+02,7.142986386238533214e+01,-6.190230253541205485e+01,-2.683832966075416593e+01,2.965656210296483027e-03
