3.670535974831363735e-01,4.869469567560023471e+00,5.580577808932369877e+00,5.487079077539259053e+00,3.586309655710919309e+00,2.579465839915561887e+00,1.644758680021737307e+00,2.491819145730487239e+00,2.337086861569738439e+00,2.155954975493442394e+00,7.168596674366135568e-01,8.425908744585175816e-03
1.684556532436817244e+00,2.128905888315895822e+01,2.641849285905741951e+01,2.478815775805305677e+01,1.507384558797738450e+01,1.201233043138916834e+01,1.054857354753362131e+01,1.392154213862424328e+01,1.884950302042434345e+01,2.213784511012600831e+01,9.669516070435928867e+00,1.093274085040129434e-01
1.122233684008909993e+00,1.244204744431226750e+01,1.476153388000153122e+01,1.147736663256639922e+01,7.115443798764545136e+00,-6.524918262371913746e-01,8.996498282898247600e-01,5.110904860801730010e+00,8.193204077838961652e+00,1.381536856676012448e+01,8.509361444230792770e+00,6.560149593746418262e-01
5.958434164878163575e-01,5.940354340480261897e+00,6.528003550566624291e+00,3.040526390915650357e+00,8.739278022449337158e-02,-9.436614142412350859e+00,-9.989079899907320481e+00,-7.155720803854044298e+00,-1.932490171824457814e+00,5.276544246464236032e+00,8.018782724193291855e+00,1.313241690518123006e+00
8.748655758085195633e-02,1.683002115282935307e+00,3.788228474798231105e+00,3.887115666599863850e+00,-2.149385510900760465e+00,-1.191634637171983258e+01,-1.310965089728645516e+01,-1.186685994889320739e+01,-5.902968675646964591e+00,1.310866931240351141e+00,6.246880391168533997e+00,1.130646012379743715e+00
-7.143018310894189149e-01,-4.612041930121836053e+00,-1.233833372901719905e+00,3.259513097404896254e+00,-3.271162911615326241e+00,-1.234365541921258469e+01,-1.442866704657602916e+01,-1.294228792005255002e+01,-6.800056988473019537e+00,2.384472051872026654e-01,5.412985020165510974e+00,1.020062006694931966e+00
-1.877457833893254824e+00,-1.273887970719623475e+01,-9.311329669938533726e+00,-2.380157199389020484e+00,-6.688485249922003995e+00,-1.321677782808665569e+01,-1.538013137946537867e+01,-1.328765808652789993e+01,-7.120590447679044921e+00,-3.476091006109820192e-02,4.771474324558732327e+00,8.480052492029594990e-01
-3.796873718931141006e+00,-2.392043970512116502e+01,-1.934126807869036568e+01,-1.158332828522738112e+01,-1.063307523808816057e+01,-1.402279986490944808e+01,-1.549979490136891691e+01,-1.328487580296941140e+01,-6.795617517197084290e+00,1.903459852995817436e-01,5.203932307096368781e+00,1.028987579429830879e+00
-6.199498878770460797e-01,-3.367375066495734703e+00,-6.753386477326248638e-01,1.075281549759556921e+00,-4.041417393533657254e+00,-1.258358555819091329e+01,-1.392329683179543309e+01,-1.200517592286669455e+01,-5.259167275184418955e+00,2.044733049747458065e+00,7.734479407387037320e+00,1.828105574554747204e+00
2.464270834988364189e+00,1.251027463087955383e+01,1.197320039848105999e+01,8.116515942853135712e+00,4.777401844633606842e+00,-4.544896717638835071e+00,-3.620003928715206598e+00,-1.996946793624650107e+00,2.763622990002875923e+00,8.788522072588776268e+00,8.989041265616162235e+00,1.852808627820538012e+00
3.998029274845387171e+00,1.995338574141998578e+01,1.984198006242000289e+01,2.189664380986320324e+01,1.440479107798197944e+01,7.386803896578063799e+00,4.350750438035491996e+00,3.980015217925330528e+00,8.926995371504274246e+00,1.103466142667069683e+01,3.116278500017013897e+00,2.519792992392689279e-01
5.489061782244907262e-01,3.241853119453390164e+00,4.226569029923567200e+00,5.586943899999205598e+00,4.504132476756845804e+00,1.711111621171954811e+00,4.311651885087197100e-01,3.603255735025027717e-01,9.413635751016314890e-01,9.188004202200690251e-01,2.278327240233214146e-01,3.443451236372839204e-04
