4.595111757222136864e-07,-1.378234944952888681e-06,4.438990682232652375e-07,4.441846373002611990e-07,2.433163742819718351e-08,3.226352410442100154e-08,-1.213527469747491440e-08,-8.293389327609117232e-08,1.973431582788752082e-07,1.331003932365127438e-06,1.505201897184807135e-06,-4.683618067604349468e-06,0.000000000000000000e+00
-1.332303346638628537e-06,3.996274463764783057e-06,-1.264060112035238517e-06,-1.315307768779492386e-06,-6.279723705312035032e-08,-1.142554590916738436e-07,2.021166502096571155e-08,2.197954929083695958e-07,-5.722578115275376955e-07,-3.303537842739330227e-06,-2.106703300907438034e-06,4.972877323779645833e-06,0.000000000000000000e+00
4.479801211709741107e-07,-1.315481118234074647e-06,4.799886584324844889e-08,6.782089592399085482e-07,-4.988085881240738139e-08,2.750727530629930146e-07,1.708785322775236755e-07,1.491334016291930022e-07,5.420365974683315498e-07,6.765350069553849102e-07,-3.505340976028377418e-06,2.329368501734559328e-06,0.000000000000000000e+00
2.740485783429140613e-07,-8.188940861152737145e-07,2.379827355059386946e-07,-6.002215006607631683e-09,2.517551419088860215e-07,4.535855704773032357e-08,2.627453480670329894e-08,1.972765064372463036e-07,2.313865079798607011e-07,4.208009396062665593e-07,1.882088495739518030e-06,-1.538926169811467466e-06,0.000000000000000000e+00
-2.037164537108274798e-07,5.972654977491602734e-07,-5.385315058779380284e-08,2.195487159271470716e-07,-2.746442705515276175e-07,-5.029039373289130291e-07,3.288782242649588216e-07,-6.308308979121807025e-07,-2.930059874578240634e-07,-2.797049695040165483e-07,-1.632829180192848895e-06,1.054929401343101583e-06,0.000000000000000000e+00
1.259610452723600063e-07,-3.979443037422025818e-07,3.954004575588021643e-07,-2.521461834919811563e-07,-3.566451432963680048e-07,3.493967904580201964e-07,3.137687022768452408e-07,2.622255053528651770e-07,-2.148159304631775938e-07,-2.311618289665837601e-07,1.521866798251346055e-06,-8.477332081088260767e-07,0.000000000000000000e+00
3.033502636197448256e-08,-8.590111094027958640e-08,-1.090524527057663420e-08,7.738317093234988433e-08,-3.495242189457445493e-07,2.479442089221799634e-07,3.417764013661379867e-07,-1.844861435737794742e-07,8.168834165101295598e-08,4.965841168773681672e-08,3.830288655883343999e-06,-4.066317961018505731e-06,0.000000000000000000e+00
-6.896966944435963030e-08,1.555114119103863305e-07,1.614391461712947524e-07,-1.141073617946906421e-07,1.012451921764463776e-06,-4.705265773081623283e-07,-1.912444157792972005e-06,2.731443019343963032e-07,-1.496955643925407956e-07,-3.354376092661839155e-07,7.162267202049227489e-07,-6.050312035540962722e-06,0.000000000000000000e+00
1.163093555568610411e-06,-3.307567964133181257e-06,2.021064340192717612e-06,-1.283789938142513846e-07,4.651475371163197178e-08,-1.347113429103436482e-07,-3.991508023745496793e-07,-3.323017286625792403e-07,-1.525768963135449919e-06,3.854115603059178839e-06,-2.085528839816182616e-06,-3.932718598746649433e-05,0.000000000000000000e+00
-3.749668723043920470e-07,1.152664738801716666e-06,-2.841602548114518390e-06,1.337085983928837011e-06,1.741413339908440682e-07,5.466659490519521768e-08,-3.565146401626037014e-07,-4.448534634137982315e-07,3.515933572718273668e-06,-1.690052762167512501e-06,3.715649125328364556e-07,1.129739876056946868e-03,0.000000000000000000e+00
-1.552598396480545543e-05,1.343135580577605057e-07,9.939282435838797020e-07,-1.605704032307889012e-06,1.027365643230144878e-06,-1.285385897720833975e-07,6.519397804172567108e-08,1.149363291215812232e-06,-1.621277469422376738e-06,4.263581597162577898e-07,9.721112983214945456e-05,1.222741282725884560e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.829227785458049928e-05,3.930263882252260536e-07,8.311924248461777868e-07,-5.776120992510022653e-07,6.879656824341740197e-08,4.369113557931880467e-08,-1.674822609903141679e-06,3.593598408321816126e-07,5.113344562075561144e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
